,loss,ema_loss,accuracy
1,9.934843063354492,9.934843063354492,0.0
2,9.878719329833984,9.934281826019289,0.0
3,9.901216506958008,9.933951172828674,0.0
4,9.829338073730469,9.932905041837692,0.0
5,9.847644805908203,9.9320524394784,0.000244140625
6,9.823060035705566,9.93096251544067,0.00048828125
7,9.77597999572754,9.92941269024354,0.000244140625
8,9.709277153015137,9.927211334871256,0.0
9,9.652499198913574,9.92446421351168,0.0
10,9.553770065307615,9.92075727202964,0.0009765625
11,9.49903678894043,9.916540067198747,0.00048828125
12,9.435239791870115,9.91172706444546,0.000732421875
13,9.353429794311523,9.906144091744125,0.001708984375
14,9.234505653381348,9.899427707360497,0.00732421875
15,9.172499656677246,9.892158426853664,0.00732421875
16,9.064205169677734,9.883878894281905,0.01416015625
17,8.996045112609863,9.875000556465183,0.017578125
18,8.914390563964844,9.86539445654018,0.033203125
19,8.782927513122559,9.854569787106003,0.043701171875
20,8.687196731567383,9.842896056550616,0.044677734375
21,8.66763973236084,9.83114349330872,0.052734375
22,8.611106872558594,9.818943127101218,0.0498046875
23,8.570524215698242,9.80645893798719,0.050048828125
24,8.414560317993164,9.79253995178725,0.053955078125
25,8.419149398803711,9.778806046257412,0.049560546875
26,8.35500717163086,9.764568057511148,0.051513671875
27,8.296085357666016,9.749883230512696,0.050048828125
28,8.270822525024414,9.735092623457811,0.049560546875
29,8.125308990478516,9.71899478712802,0.04931640625
30,8.076032638549805,9.702565165642238,0.049072265625
31,8.062812805175781,9.686167642037574,0.047607421875
32,8.013559341430664,9.669441559031505,0.052001953125
33,7.944442272186279,9.652191566163053,0.049560546875
34,7.933663368225098,9.635006284183673,0.042236328125
35,7.857085227966309,9.617227073621498,0.051025390625
36,7.900783538818359,9.600062638273467,0.048095703125
37,7.847179412841797,9.582533806019152,0.049072265625
38,7.77519416809082,9.564460409639867,0.056640625
39,7.735020637512207,9.546166011918592,0.0556640625
40,7.659649848937988,9.527300850288784,0.06298828125
41,7.680014133453369,9.508827983120431,0.058349609375
42,7.618753433227539,9.489927237621504,0.05712890625
43,7.520489692687988,9.470232862172168,0.0615234375
44,7.54723596572876,9.451002893207734,0.060546875
45,7.461910247802734,9.431111966753685,0.0576171875
46,7.467739105224609,9.411478238138391,0.058837890625
47,7.48546028137207,9.39221805857073,0.06298828125
48,7.409026622772217,9.372386144212744,0.06298828125
49,7.365532875061035,9.35231761152123,0.064697265625
50,7.3538289070129395,9.332332724476146,0.06103515625
51,7.307950973510742,9.312088906966492,0.066650390625
52,7.224123001098633,9.291209247907814,0.069580078125
53,7.20089054107666,9.270306060839502,0.066162109375
54,7.24439811706543,9.25004698140176,0.06787109375
55,7.170011520385742,9.2292466267916,0.072998046875
56,7.219264030456543,9.20914680082825,0.07177734375
57,7.148866653442383,9.188543999354392,0.071044921875
58,7.258472442626953,9.169243283787118,0.072021484375
59,7.142224311828613,9.148973094067534,0.070556640625
60,7.178854465484619,9.129271907781703,0.073486328125
61,7.154596328735352,9.10952515199124,0.0654296875
62,7.124354362487793,9.089673444096206,0.073974609375
63,7.085122585296631,9.06962793550821,0.0771484375
64,7.0662522315979,9.049594178469109,0.07666015625
65,6.990593910217285,9.029004175786588,0.07568359375
66,7.02811336517334,9.008995267680454,0.079833984375
67,6.929795742034912,8.988203272424,0.073974609375
68,6.986743927001953,8.96818867896978,0.07568359375
69,6.93372917175293,8.94784408389761,0.0830078125
70,6.902843952178955,8.927394082580424,0.083251953125
71,6.878068923950195,8.90690083099412,0.084228515625
72,6.833512306213379,8.886166945746313,0.084228515625
73,6.83408260345459,8.865646102323396,0.085205078125
74,6.812162399291992,8.845111265293081,0.080810546875
75,6.871673107147217,8.825376883711622,0.08251953125
76,6.883106231689453,8.8059541771914,0.083251953125
77,6.783599853515625,8.78573063395464,0.08837890625
78,6.714653491973877,8.765019862534832,0.083740234375
79,6.7364325523376465,8.74473398943286,0.084228515625
