,loss,ema_loss,accuracy
1,9.8974609375,9.8974609375,0.0
2,9.97238826751709,9.89821021080017,0.0
3,9.90146255493164,9.898242734241483,0.0
4,9.879974365234377,9.898060050551416,0.0
5,9.852054595947266,9.897599996005372,0.0
6,9.83061981201172,9.896930194165437,0.0
7,9.81100082397461,9.896070900463528,0.0
8,9.75038719177246,9.894614063376618,0.0
9,9.655193328857422,9.892219856031428,0.0
10,9.690866470336914,9.890206322174482,0.0
11,9.61056137084961,9.887409872661234,0.0
12,9.499850273132324,9.883534276665944,0.000244140625
13,9.473970413208008,9.879438638031363,0.000244140625
14,9.381650924682615,9.874460760897875,0.00048828125
15,9.33067798614502,9.86902293315035,0.00341796875
16,9.23780632019043,9.862710767020747,0.004638671875
17,9.15680694580078,9.85565172880855,0.019775390625
18,9.037281036376951,9.847468021884232,0.024658203125
19,9.003011703491211,9.839023458700302,0.033203125
20,8.90549087524414,9.82968813286574,0.037109375
21,8.82239055633545,9.819615157100438,0.044921875
22,8.71856689453125,9.808604674474749,0.047119140625
23,8.666229248046875,9.797180920210469,0.05224609375
24,8.60196304321289,9.785228741440491,0.0478515625
25,8.469375610351562,9.772070210129602,0.05078125
26,8.440126419067383,9.75875077221898,0.049072265625
27,8.381595611572266,9.744979220612512,0.05224609375
28,8.282977104187012,9.730359199448255,0.05126953125
29,8.230215072631836,9.715357758180094,0.051025390625
30,8.186746597290039,9.700071646571192,0.049560546875
31,8.181804656982422,9.684888976675303,0.0458984375
32,8.120126724243164,9.669241354150984,0.0517578125
33,8.077396392822266,9.653322904537696,0.05126953125
34,7.939713954925537,9.636186815041576,0.055419921875
35,7.944952964782715,9.619274476538989,0.060791015625
36,7.898512840270996,9.602066860176308,0.061767578125
37,7.827685356140137,9.584323045135946,0.0556640625
38,7.832305431365967,9.566802868998248,0.061279296875
39,7.851062297821045,9.549645463286476,0.060546875
40,7.759014129638672,9.531739149949995,0.056396484375
41,7.815426826477051,9.514576026715266,0.0576171875
42,7.7464776039123535,9.496895042487235,0.061767578125
43,7.666800498962402,9.478594097051989,0.0595703125
44,7.632028102874756,9.460128437110216,0.060791015625
45,7.699363231658936,9.442520785055706,0.062744140625
46,7.642579555511475,9.424521372760264,0.06103515625
47,7.56337833404541,9.405909942373114,0.060546875
48,7.444790840148926,9.386298751350871,0.06591796875
49,7.479230403900147,9.367228067876368,0.071044921875
50,7.456192016601563,9.34811770736362,0.068603515625
51,7.422345638275147,9.328859986672734,0.071044921875
52,7.435076713562012,9.309922153941626,0.067626953125
53,7.393301486968994,9.2907559472719,0.0771484375
54,7.339132785797119,9.27123971565715,0.0703125
55,7.380972385406494,9.252337042354643,0.07275390625
56,7.348296165466309,9.233296633585764,0.07275390625
57,7.271511554718018,9.213678782797084,0.075927734375
58,7.266119003295898,9.19420318500207,0.078125
59,7.246960639953613,9.174730759551586,0.06787109375
60,7.249079704284668,9.155474248998916,0.071044921875
61,7.340049743652344,9.137320003945453,0.0703125
62,7.1746344566345215,9.11769314847234,0.075439453125
63,7.188660144805908,9.098402818435677,0.077392578125
64,7.148479461669922,9.07890358486802,0.081787109375
65,7.129730224609375,9.059411851265434,0.077880859375
66,7.104624271392822,9.039863975466709,0.0849609375
67,7.088642120361328,9.020351756915652,0.083740234375
68,7.030354022979736,9.000451779576295,0.079345703125
69,6.9708428382873535,8.980155690163407,0.083251953125
70,6.978165626525879,8.960135789527031,0.085693359375
71,7.026539325714111,8.940799824888902,0.080078125
72,6.971305847167969,8.921104885111692,0.083740234375
73,6.927570343017578,8.90116953969075,0.088623046875
74,6.913413047790527,8.881291974771749,0.091552734375
75,6.897913455963135,8.861458189583663,0.087646484375
76,6.888326644897461,8.841726874136802,0.087646484375
77,6.816495895385742,8.821474564349291,0.090576171875
78,6.796950340270996,8.801229322108508,0.086181640625
79,6.791327953338623,8.781130308420808,0.091552734375
80,6.754364013671875,8.760862645473319,0.095458984375
81,6.812915802001953,8.741383177038605,0.091796875
82,6.753964424133301,8.721508989509552,0.091064453125
83,6.769840240478516,8.70199230201924,0.0927734375
84,6.652937412261963,8.681501753121667,0.09814453125
85,6.583958625793457,8.660526321848385,0.0966796875
86,6.590764999389648,8.639828708623797,0.095947265625
87,6.612454414367676,8.619554965681235,0.097412109375
88,6.574810028076172,8.599107516305185,0.094970703125
89,6.502051830291748,8.57813695944505,0.1044921875
90,6.488652229309082,8.55724211214369,0.105712890625
91,6.470846652984619,8.536378157552099,0.10791015625
92,6.482378959655762,8.515838165573134,0.1064453125
